gene,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,
Smp-149010,Smp_149010,1.71E-60,0.565478652,0.836,0.641,1.74E-56,Neuron_8,Protocadherin-12
Smp-241950,Smp_241950,4.29E-60,0.578184467,0.924,0.778,4.36E-56,Neuron_8,Regulating synaptic membrane exocytosis protein 1
Smp-245010,Smp_245010,1.21E-59,0.595378729,0.844,0.638,1.23E-55,Neuron_8,Multiple C2 and transmembrane domain-containing protein 2
Smp-305490,Smp_305490,1.33E-59,0.758086174,0.944,0.858,1.35E-55,Neuron_8,"dystrophin,s A:C:F:G:H"
Smp-347800,Smp_347800,2.76E-58,0.688033513,0.926,0.847,2.80E-54,Neuron_8,Hypothetical protein
Smp-150230,Smp_150230,1.64E-57,0.5469979,0.872,0.744,1.66E-53,Neuron_8,Metal tolerance protein 4
Smp-151740,Smp_151740,2.18E-57,0.761270418,0.892,0.701,2.22E-53,Neuron_8,Small G protein signaling modulator 2
Smp-145090,Smp_145090,7.73E-57,0.50053108,0.849,0.722,7.85E-53,Neuron_8,Serine incorporator 5
Smp-126990,Smp_126990,2.64E-56,0.505791881,0.933,0.8,2.68E-52,Neuron_8,Synapsin
Smp-004310,Smp_004310,2.24E-55,0.551287395,0.98,0.928,2.27E-51,Neuron_8,V-type proton ATPase 16 kDa proteolipid subunit
Smp-017880,Smp_017880,8.71E-55,0.774525896,0.912,0.685,8.85E-51,Neuron_8,5-hydroxytryptamine receptor 1A
Smp-332480,Smp_332480,1.95E-54,0.783447004,0.901,0.736,1.98E-50,Neuron_8,Tumor necrosis factor receptor superfamily member 16
Smp-300090,Smp_300090,3.45E-54,0.584174846,0.851,0.694,3.50E-50,Neuron_8,Protein FAM46C
Smp-005880,Smp_005880,1.02E-53,0.835402285,0.872,0.715,1.04E-49,Neuron_8,phosphoenolpyruvate carboxykinase
Smp-150550,Smp_150550,1.32E-53,0.617833544,0.819,0.689,1.34E-49,Neuron_8,Protein vein
Smp-045010,Smp_045010,1.58E-53,0.694989669,0.808,0.693,1.61E-49,Neuron_8,tegument-allergen-like protein (TAL12)
Smp-317130,Smp_317130,7.07E-53,0.5868821,0.953,0.845,7.18E-49,Neuron_8,V-type proton ATPase subunit e 1
Smp-042300,Smp_042300,2.21E-52,0.667091592,0.966,0.851,2.25E-48,Neuron_8,Transcriptional activator protein Pur-alpha
Smp-150220,Smp_150220,3.09E-52,0.517671271,0.981,0.748,3.14E-48,Neuron_8,Receptor-type tyrosine-protein phosphatase N2
Smp-342080,Smp_342080,8.93E-51,0.667498099,0.97,0.828,9.07E-47,Neuron_8,Protein stoned-B
Smp-004190,Smp_004190,1.35E-50,0.786113598,0.873,0.628,1.37E-46,Neuron_8,Cationic amino acid transporter 4
Smp-036990,Smp_036990,2.15E-50,0.517637786,0.966,0.934,2.18E-46,Neuron_8,Endophilin-A3
Smp-064350,Smp_064350,2.52E-50,0.588966122,0.926,0.786,2.56E-46,Neuron_8,V-type proton ATPase 21 kDa proteolipid subunit
Smp-143480,Smp_143480,1.46E-49,0.776305564,0.909,0.711,1.48E-45,Neuron_8,Low-density lipoprotein receptor-related protein 11
Smp-161680,Smp_161680,8.35E-49,0.509624825,0.838,0.744,8.48E-45,Neuron_8,Probable phosphorylase b kinase regulatory subunit beta
Smp-057530,Smp_057530,2.41E-48,0.56390841,0.888,0.834,2.44E-44,Neuron_8,Inactive dipeptidyl peptidase 10
Smp-148460,Smp_148460,2.85E-48,0.546660328,0.927,0.883,2.90E-44,Neuron_8,Neurofibromin
Smp-343120,Smp_343120,4.74E-48,0.506195447,0.939,0.873,4.81E-44,Neuron_8,Plasma membrane calcium-transporting ATPase 3
Smp-170450,Smp_170450,9.88E-48,0.62658809,0.899,0.701,1.00E-43,Neuron_8,Sodium/potassium/calcium exchanger 4
Smp-018980,Smp_018980,8.93E-47,0.54863571,0.778,0.678,9.07E-43,Neuron_8,Hypothetical protein
Smp-024520,Smp_024520,9.55E-47,0.673835546,0.912,0.768,9.70E-43,Neuron_8,Rab GDP dissociation inhibitor alpha
Smp-124740,Smp_124740,4.12E-46,0.538553047,0.819,0.785,4.19E-42,Neuron_8,Transcription activator of gluconeogenesis ERT1
Smp-124240,Smp_124240,9.28E-46,0.661041728,0.974,0.832,9.43E-42,Neuron_8,Sodium/potassium-transporting ATPase subunit beta-2
Smp-083040,Smp_083040,2.96E-45,0.679536878,0.946,0.883,3.01E-41,Neuron_8,Alpha-adducin
Smp-242800,Smp_242800,1.70E-44,0.504654031,0.883,0.655,1.72E-40,Neuron_8,Putative neutral sphingomyelinase
Smp-344610,Smp_344610,3.69E-44,0.524907968,0.927,0.839,3.75E-40,Neuron_8,A.1.12/9 antigen
Smp-017520,Smp_017520,4.53E-43,0.530875784,0.896,0.788,4.60E-39,Neuron_8,Inositol polyphosphate 1-phosphatase
Smp-152330,Smp_152330,1.28E-42,0.623187999,0.935,0.879,1.30E-38,Neuron_8,cAMP dependent protein kinase catalytic subunit
Smp-150640,Smp_150640,1.47E-42,0.520266627,0.814,0.702,1.50E-38,Neuron_8,Valine--tRNA ligase
Smp-123870,Smp_123870,1.54E-42,0.562639082,0.907,0.779,1.56E-38,Neuron_8,Vesicle-associated membrane protein 1
Smp-333510,Smp_333510,5.64E-41,0.534170122,0.937,0.875,5.73E-37,Neuron_8,DnaJ homolog subfamily C member 5
Smp-333900,Smp_333900,2.30E-40,0.538352117,0.788,0.662,2.33E-36,Neuron_8,Vang-like protein 2
Smp-060950,Smp_060950,8.48E-40,0.531440434,0.92,0.813,8.61E-36,Neuron_8,Alpha-soluble NSF attachment protein
Smp-054220,Smp_054220,2.19E-38,0.552088426,0.983,0.916,2.22E-34,Neuron_8,V-type proton ATPase subunit G
Smp-144360,Smp_144360,8.20E-38,0.524063025,0.886,0.798,8.33E-34,Neuron_8,Proteolipid protein DM alpha
Smp-044920,Smp_044920,1.63E-37,0.537761825,0.97,0.932,1.66E-33,Neuron_8,Dynamin-1
Smp-088240,Smp_088240,2.01E-37,0.572708835,0.873,0.761,2.04E-33,Neuron_8,Calcium channel flower
Smp-247950,Smp_247950,2.86E-37,0.677466942,0.756,0.694,2.90E-33,Neuron_8,Large neutral amino acids transporter small subunit 2
Smp-241420,Smp_241420,1.27E-36,0.525763046,0.84,0.806,1.29E-32,Neuron_8,Calcium-dependent protein kinase C
Smp-019950,Smp_019950,1.88E-36,0.650456864,0.821,0.768,1.91E-32,Neuron_8,Protein phosphatase 1 regulatory subunit 14B
Smp-016630,Smp_016630,3.44E-36,0.599281861,0.946,0.855,3.49E-32,Neuron_8,Guanine nucleotide-binding protein G(o) subunit alpha
Smp-139840,Smp_139840,1.75E-35,0.526908121,0.935,0.763,1.77E-31,Neuron_8,U-actitoxin-Avd3k
Smp-153990,Smp_153990,1.91E-35,0.514118357,0.957,0.891,1.94E-31,Neuron_8,LIM domain-containing protein 2
Smp-139340,Smp_139340,5.52E-35,0.508307466,0.896,0.797,5.61E-31,Neuron_8,Ras-related protein Rab-27B
Smp-103740,Smp_103740,2.23E-33,0.5741891,0.84,0.651,2.27E-29,Neuron_8,Calumenin-A
Smp-150500,Smp_150500,6.99E-33,0.54595612,0.853,0.701,7.10E-29,Neuron_8,Protein lifeguard 1
Smp-300580,Smp_300580,1.74E-31,0.599162156,0.719,0.599,1.76E-27,Neuron_8,Lachesin
Smp-034400,Smp_034400,1.94E-31,0.546764453,0.888,0.8,1.97E-27,Neuron_8,AP-3 complex subunit sigma-1
Smp-144310,Smp_144310,4.12E-31,0.535341855,0.773,0.676,4.18E-27,Neuron_8,Potassium voltage-gated channel subfamily KQT member 4
Smp-079950,Smp_079950,1.83E-29,0.515424702,0.89,0.703,1.86E-25,Neuron_8,V-type proton ATPase subunit d
Smp-173730,Smp_173730,1.16E-24,0.552947228,0.786,0.645,1.17E-20,Neuron_8,Coxsackievirus and adenovirus receptor homolog
Smp-142940,Smp_142940,8.52E-159,3.146415226,0.994,0.732,8.66E-155,Neuron_9,Paired box protein Pax-5
Smp-155050,Smp_155050,4.17E-154,2.962886729,0.996,0.831,4.24E-150,Neuron_9,Agrin
Smp-154970,Smp_154970,6.38E-143,3.513584217,0.984,0.83,6.48E-139,Neuron_9,Ribonuclease R (Fragment)
Smp-202260,Smp_202260,9.94E-135,1.92390975,1,0.836,1.01E-130,Neuron_9,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
Smp-055240,Smp_055240,1.85E-132,2.029354254,0.953,0.609,1.87E-128,Neuron_9,Protocadherin beta-11
Smp-136620,Smp_136620,5.59E-124,1.724187621,0.977,0.656,5.68E-120,Neuron_9,Cysteine-rich with EGF-like domain protein 2
Smp-331390,Smp_331390,6.36E-124,1.89268976,0.965,0.636,6.46E-120,Neuron_9,Dead end protein 1
Smp-130890,Smp_130890,1.02E-122,2.196197379,0.949,0.712,1.04E-118,Neuron_9,Transient receptor potential cation channel subfamily M member 1
Smp-304980,Smp_304980,4.42E-122,2.210341374,0.928,0.766,4.49E-118,Neuron_9,PR domain zinc finger protein 16
Smp-173110,Smp_173110,7.83E-120,1.970975039,0.942,0.777,7.95E-116,Neuron_9,Hypothetical protein
Smp-124210,Smp_124210,1.19E-117,2.168898842,0.903,0.672,1.21E-113,Neuron_9,Ephrin type-A receptor 4-A
Smp-045990,Smp_045990,5.85E-115,1.613577609,0.992,0.748,5.95E-111,Neuron_9,GTP-binding protein Di-Ras2
Smp-171020,Smp_171020,2.81E-112,1.757877849,0.981,0.868,2.86E-108,Neuron_9,Calsyntenin-2
Smp-153580,Smp_153580,3.91E-109,1.569735207,0.955,0.776,3.97E-105,Neuron_9,Neuropeptide F
Smp-336010,Smp_336010,1.19E-106,2.083549973,0.903,0.629,1.21E-102,Neuron_9,Galanin receptor type 2
Smp-346630,Smp_346630,1.21E-102,1.726667684,0.901,0.657,1.23E-98,Neuron_9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1"
Smp-305870,Smp_305870,7.62E-99,1.568655903,0.924,0.83,7.74E-95,Neuron_9,Multiple PDZ domain protein
Smp-034120,Smp_034120,1.44E-96,1.389868849,0.984,0.827,1.46E-92,Neuron_9,Synaptosomal-associated protein 25
Smp-121660,Smp_121660,1.11E-95,1.527526109,0.936,0.619,1.13E-91,Neuron_9,IDLSRF-like peptide
Smp-163840,Smp_163840,1.46E-92,1.337435176,0.953,0.802,1.48E-88,Neuron_9,Tumor protein p63-regulated gene 1-like protein
Smp-131640,Smp_131640,5.59E-90,1.583521669,0.887,0.79,5.68E-86,Neuron_9,RNA-binding protein Musashi homolog 1
Smp-315840,Smp_315840,4.29E-89,1.349675456,0.906,0.761,4.36E-85,Neuron_9,Kinase D-interacting substrate of 220 kDa
Smp-175900,Smp_175900,1.10E-88,1.344453835,0.963,0.789,1.12E-84,Neuron_9,Synaptotagmin-1
Smp-266840,Smp_266840,1.78E-86,1.501966361,0.899,0.704,1.80E-82,Neuron_9,Protein bottleneck
Smp-176390,Smp_176390,3.11E-85,1.368179535,0.865,0.702,3.16E-81,Neuron_9,Protocadherin alpha-4
Smp-124080,Smp_124080,8.45E-85,1.830216965,0.825,0.508,8.58E-81,Neuron_9,Calcium-activated potassium channel subunit beta-4
Smp-026560,Smp_026560,2.13E-82,0.744322807,1,0.993,2.16E-78,Neuron_9,calmodulin
Smp-342650,Smp_342650,5.50E-82,1.495143246,0.803,0.589,5.59E-78,Neuron_9,Nucleotide-binding protein APL_0334
Smp-129830,Smp_129830,1.88E-81,1.485497111,0.84,0.736,1.91E-77,Neuron_9,Protocadherin alpha-10
Smp-310550,Smp_310550,3.81E-81,1.484099643,0.957,0.841,3.87E-77,Neuron_9,Nesprin-1
Smp-302990,Smp_302990,1.44E-80,1.492974013,0.819,0.556,1.47E-76,Neuron_9,Protocadherin gamma-B4
Smp-084010,Smp_084010,2.59E-79,1.554482784,0.852,0.647,2.63E-75,Neuron_9,ATP synthase subunit alpha
Smp-124520,Smp_124520,2.80E-79,1.941465773,0.848,0.735,2.84E-75,Neuron_9,Hypothetical protein
Smp-332820,Smp_332820,2.05E-78,1.636815849,0.85,0.809,2.08E-74,Neuron_9,"Spectrin beta chain, non-erythrocytic 1"
Smp-050220,Smp_050220,3.49E-78,1.270546023,0.986,0.894,3.54E-74,Neuron_9,Putative complexin-1
Smp-342190,Smp_342190,1.22E-76,0.957614294,0.988,0.845,1.24E-72,Neuron_9,Transient receptor potential cation channel subfamily A member 1
Smp-102160,Smp_102160,1.35E-76,1.188660882,0.924,0.836,1.37E-72,Neuron_9,synaptobrevin-like protein
Smp-342080,Smp_342080,2.52E-75,1.168433729,0.959,0.828,2.56E-71,Neuron_9,Protein stoned-B
Smp-245850,Smp_245850,5.42E-73,1.257512042,0.862,0.808,5.50E-69,Neuron_9,biogenic amine (5HT) receptor (serotonin receptor)
Smp-163380,Smp_163380,1.30E-72,1.918803033,0.825,0.685,1.32E-68,Neuron_9,Cyclin-dependent kinase-like 2
Smp-343680,Smp_343680,2.18E-72,1.423492967,0.856,0.811,2.22E-68,Neuron_9,Receptor-type tyrosine-protein phosphatase delta
Smp-129060,Smp_129060,5.42E-72,1.23489205,0.875,0.664,5.51E-68,Neuron_9,Vesicular glutamate transporter 2
Smp-345990,Smp_345990,1.28E-71,1.099736152,0.86,0.804,1.30E-67,Neuron_9,Hypothetical protein
Smp-155290,Smp_155290,2.38E-71,1.552768836,0.836,0.625,2.41E-67,Neuron_9,Sperm surface protein Sp17
Smp-068500,Smp_068500,3.88E-71,0.833681211,0.998,0.826,3.94E-67,Neuron_9,Hypothetical protein
Smp-302040,Smp_302040,1.06E-70,1.503372635,0.899,0.866,1.08E-66,Neuron_9,Speract receptor
Smp-342060,Smp_342060,2.84E-69,1.531058797,0.848,0.764,2.88E-65,Neuron_9,Protocadherin-1
Smp-126990,Smp_126990,6.56E-69,1.297256096,0.887,0.8,6.66E-65,Neuron_9,Synapsin
Smp-346150,Smp_346150,1.09E-67,1.192310003,0.83,0.692,1.11E-63,Neuron_9,Ras-related protein Rab-26
Smp-340660,Smp_340660,1.04E-66,1.190450962,0.782,0.686,1.05E-62,Neuron_9,Hypothetical protein
Smp-346250,Smp_346250,2.47E-66,1.006990335,0.743,0.603,2.51E-62,Neuron_9,Anosmin-1
Smp-150140,Smp_150140,1.21E-65,1.082918754,0.906,0.875,1.22E-61,Neuron_9,"RNA-binding motif, single-stranded-interacting protein 3"
Smp-144210,Smp_144210,1.37E-65,1.287919063,0.869,0.822,1.39E-61,Neuron_9,Death-associated protein kinase 1
Smp-247480,Smp_247480,1.97E-65,1.32121859,0.77,0.659,2.00E-61,Neuron_9,Protein dachsous
Smp-333590,Smp_333590,1.62E-64,1.484775009,0.817,0.765,1.64E-60,Neuron_9,Cubilin
Smp-343300,Smp_343300,3.49E-64,1.066515607,0.774,0.636,3.54E-60,Neuron_9,Hypothetical protein
Smp-074590,Smp_074590,8.84E-64,1.184310774,0.91,0.798,8.98E-60,Neuron_9,Valine--tRNA ligase
Smp-346790,Smp_346790,1.24E-63,1.179487684,0.91,0.84,1.26E-59,Neuron_9,Hypothetical protein
Smp-145700,Smp_145700,1.31E-63,1.174525798,0.959,0.929,1.33E-59,Neuron_9,Ankyrin-2
Smp-158720,Smp_158720,3.14E-63,1.151584894,0.782,0.688,3.19E-59,Neuron_9,SCY1-like protein 2
Smp-243900,Smp_243900,5.83E-63,1.297503141,0.854,0.791,5.92E-59,Neuron_9,Innexin unc-9
Smp-000900,Smp_000900,1.72E-62,1.43440195,0.823,0.714,1.75E-58,Neuron_9,Cholecystokinin receptor
Smp-321920,Smp_321920,1.84E-62,1.191604465,0.817,0.722,1.86E-58,Neuron_9,Hypothetical protein
Smp-034080,Smp_034080,2.62E-62,1.2270345,0.791,0.793,2.66E-58,Neuron_9,Hypothetical protein
Smp-319250,Smp_319250,4.05E-62,0.87887284,0.717,0.497,4.12E-58,Neuron_9,Hypothetical protein
Smp-303000,Smp_303000,1.37E-61,1.148530992,0.762,0.657,1.39E-57,Neuron_9,Protocadherin-9
Smp-129020,Smp_129020,2.38E-61,1.223826595,0.772,0.649,2.42E-57,Neuron_9,Innexin-19
Smp-129230,Smp_129230,1.89E-60,1.741667793,0.776,0.59,1.92E-56,Neuron_9,trypsin-like serine protease
Smp-045360,Smp_045360,2.94E-60,1.393901617,0.83,0.772,2.99E-56,Neuron_9,Calsyntenin-2
Smp-182620,Smp_182620,2.94E-58,0.882069101,0.934,0.773,2.98E-54,Neuron_9,Carboxypeptidase N catalytic chain
Smp-161450,Smp_161450,4.87E-58,1.040174947,0.834,0.741,4.95E-54,Neuron_9,Small conductance calcium-activated potassium channel protein 2
Smp-059670,Smp_059670,6.20E-58,0.867805526,0.942,0.817,6.29E-54,Neuron_9,Synaptogyrin-2
Smp-073270,Smp_073270,1.28E-57,0.757752596,0.996,0.825,1.30E-53,Neuron_9,Neuroendocrine protein 7B2
Smp-328110,Smp_328110,1.78E-57,0.850376432,0.977,0.922,1.81E-53,Neuron_9,Thiamine transporter 2
Smp-300790,Smp_300790,2.85E-57,0.675216109,0.692,0.505,2.89E-53,Neuron_9,Solute carrier family 35 member F4
Smp-266770,Smp_266770,8.72E-57,1.335320255,0.838,0.832,8.86E-53,Neuron_9,Basigin
Smp-130300,Smp_130300,1.28E-56,1.138486172,0.906,0.911,1.30E-52,Neuron_9,Sodium/potassium-transporting ATPase subunit alpha
Smp-347790,Smp_347790,1.06E-55,0.936677343,0.786,0.744,1.08E-51,Neuron_9,Protocadherin-11 X-linked
Smp-343930,Smp_343930,5.45E-55,0.726315211,0.708,0.55,5.53E-51,Neuron_9,Hypothetical protein
Smp-142740,Smp_142740,6.36E-55,1.143331907,0.869,0.799,6.46E-51,Neuron_9,Rho GTPase-activating protein 100F
Smp-055630,Smp_055630,8.85E-55,0.736968422,0.786,0.601,8.99E-51,Neuron_9,Putative cystathionine gamma-synthase YLL058W
Smp-149330,Smp_149330,3.48E-54,0.925645259,0.793,0.767,3.54E-50,Neuron_9,Protocadherin-1
Smp-176540,Smp_176540,5.27E-54,0.898357968,0.778,0.763,5.36E-50,Neuron_9,Protocadherin-18
Smp-158990,Smp_158990,4.54E-53,1.268163619,0.823,0.743,4.61E-49,Neuron_9,Neuronal calcium sensor 2
Smp-307800,Smp_307800,4.87E-52,1.376097416,0.797,0.737,4.94E-48,Neuron_9,Hypothetical protein
Smp-344780,Smp_344780,5.24E-52,0.957994103,0.745,0.747,5.33E-48,Neuron_9,Tyrosine-protein kinase RYK
Smp-093210,Smp_093210,8.79E-52,1.118673421,0.789,0.707,8.93E-48,Neuron_9,FMRFamide-activated amiloride-sensitive sodium channel
Smp-244080,Smp_244080,1.05E-51,1.021570237,0.854,0.81,1.06E-47,Neuron_9,Receptor-type tyrosine-protein phosphatase delta
Smp-335200,Smp_335200,4.15E-51,1.026966845,0.77,0.738,4.22E-47,Neuron_9,Uncharacterized protein KIAA1109
Smp-241950,Smp_241950,9.18E-51,1.026458456,0.817,0.779,9.32E-47,Neuron_9,Regulating synaptic membrane exocytosis protein 1
Smp-127060,Smp_127060,4.26E-50,1.406222488,0.745,0.685,4.32E-46,Neuron_9,Serine/threonine-protein kinase NIM1
Smp-147260,Smp_147260,1.94E-49,1.149957902,0.803,0.705,1.97E-45,Neuron_9,Ras-like protein family member 10B
Smp-056060,Smp_056060,2.11E-49,0.77831005,0.696,0.526,2.14E-45,Neuron_9,Sex peptide receptor
Smp-346500,Smp_346500,2.73E-49,1.088826208,0.793,0.825,2.78E-45,Neuron_9,Transmembrane protein 132E
Smp-143130,Smp_143130,2.19E-48,1.224604103,0.813,0.761,2.23E-44,Neuron_9,Four and a half LIM domains protein 2
Smp-333720,Smp_333720,3.46E-47,1.040883827,0.811,0.741,3.52E-43,Neuron_9,ELKS/Rab6-interacting/CAST family member 1
Smp-093110,Smp_093110,9.22E-47,0.861570461,0.729,0.577,9.36E-43,Neuron_9,Uncharacterized RNA methyltransferase LMOf2365_1776
Smp-344650,Smp_344650,1.28E-46,0.919982766,0.883,0.904,1.30E-42,Neuron_9,Ras-related protein Rab-3
Smp-181150,Smp_181150,2.91E-46,1.095631375,0.823,0.814,2.96E-42,Neuron_9,ATP-binding cassette sub-family G member 1
Smp-159790,Smp_159790,5.38E-46,0.988875402,0.83,0.768,5.47E-42,Neuron_9,Kinesin-like protein KIF1A
Smp-053390,Smp_053390,1.32E-45,0.690710718,0.994,0.992,1.34E-41,Neuron_9,Histone H4
Smp-031300,Smp_031300,6.26E-45,0.973687609,0.739,0.584,6.36E-41,Neuron_9,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Smp-245710,Smp_245710,2.37E-44,0.663127884,0.735,0.744,2.41E-40,Neuron_9,Ras GTPase-activating protein gap-2
Smp-150220,Smp_150220,2.82E-44,0.649908538,0.914,0.749,2.87E-40,Neuron_9,Receptor-type tyrosine-protein phosphatase N2
Smp-158170,Smp_158170,4.83E-44,0.822523957,0.764,0.668,4.91E-40,Neuron_9,Hypothetical protein
Smp-054470,Smp_054470,1.06E-43,0.975417954,0.815,0.688,1.07E-39,Neuron_9,Thioredoxin
Smp-335770,Smp_335770,1.46E-43,0.79280827,0.745,0.723,1.48E-39,Neuron_9,Forkhead box protein J3
Smp-036990,Smp_036990,2.67E-43,0.721874898,0.906,0.935,2.71E-39,Neuron_9,Endophilin-A3
Smp-173380,Smp_173380,7.30E-43,0.852657959,0.819,0.872,7.41E-39,Neuron_9,Inactive tyrosine-protein kinase 7
Smp-162760,Smp_162760,1.19E-42,0.806983285,0.754,0.706,1.21E-38,Neuron_9,Homeobox protein prospero
Smp-245840,Smp_245840,2.30E-42,0.783291375,0.754,0.712,2.33E-38,Neuron_9,Hypothetical protein
Smp-134590,Smp_134590,2.46E-42,0.984529486,0.791,0.834,2.50E-38,Neuron_9,Protein unc-13 homolog A
Smp-150020,Smp_150020,3.28E-42,0.695909698,0.743,0.567,3.33E-38,Neuron_9,Protein Fe65 homolog
Smp-343280,Smp_343280,3.30E-42,0.966279779,0.813,0.849,3.35E-38,Neuron_9,Probable G-protein coupled receptor 158
Smp-147470,Smp_147470,4.95E-42,0.890800813,0.789,0.752,5.03E-38,Neuron_9,SLIT and NTRK-like protein 2
Smp-342800,Smp_342800,6.05E-42,0.788985021,0.715,0.613,6.14E-38,Neuron_9,Neuropeptide F receptor
Smp-074150,Smp_074150,6.28E-42,0.809985723,0.934,0.878,6.37E-38,Neuron_9,annexin
Smp-015630,Smp_015630,9.24E-42,0.92266383,0.809,0.746,9.38E-38,Neuron_9,Glutamate-gated chloride channel subunit 2 isoform 1
Smp-176080,Smp_176080,2.15E-41,0.546060134,0.975,0.954,2.18E-37,Neuron_9,Cell division cycle protein 123
Smp-071390,Smp_071390,5.72E-41,0.547482222,0.85,0.79,5.81E-37,Neuron_9,adenylate kinase
Smp-012440,Smp_012440,7.51E-41,0.771839834,0.897,0.927,7.63E-37,Neuron_9,"Solute carrier family 2, facilitated glucose transporter member 1"
Smp-333140,Smp_333140,2.06E-40,1.134918424,0.807,0.764,2.10E-36,Neuron_9,Rootletin
Smp-310750,Smp_310750,2.14E-40,0.683981567,0.754,0.811,2.17E-36,Neuron_9,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
Smp-344610,Smp_344610,4.11E-40,0.883566509,0.848,0.84,4.17E-36,Neuron_9,A.1.12/9 antigen
Smp-344180,Smp_344180,8.97E-40,0.637628631,0.698,0.574,9.11E-36,Neuron_9,Dickkopf-related protein 3
Smp-306980,Smp_306980,1.55E-39,0.86174737,0.838,0.812,1.58E-35,Neuron_9,Innexin unc-9
Smp-021290,Smp_021290,1.77E-39,0.934541706,0.756,0.771,1.80E-35,Neuron_9,Arf-GAP domain and FG repeat-containing protein 1
Smp-146280,Smp_146280,4.00E-39,0.980029784,0.752,0.667,4.06E-35,Neuron_9,Calbindin-32
Smp-091460,Smp_091460,4.23E-39,0.562389417,0.895,0.821,4.30E-35,Neuron_9,Glutamine synthetase
Smp-128920,Smp_128920,9.73E-39,0.747690495,0.713,0.638,9.88E-35,Neuron_9,Spectrin beta chain
Smp-345150,Smp_345150,2.09E-38,0.725283463,0.719,0.657,2.12E-34,Neuron_9,Leucine-rich repeat and guanylate kinase domain-containing protein
Smp-126050,Smp_126050,2.89E-38,0.635055792,0.706,0.73,2.93E-34,Neuron_9,Protocadherin-11 Y-linked
Smp-305760,Smp_305760,7.87E-38,1.270170075,0.702,0.624,7.99E-34,Neuron_9,DNA ligase 3
Smp-158230,Smp_158230,8.63E-38,0.503655522,0.688,0.681,8.76E-34,Neuron_9,EF-hand calcium-binding domain-containing protein 5
Smp-129240,Smp_129240,1.01E-37,0.834616626,0.854,0.743,1.03E-33,Neuron_9,Uncharacterized protein KIAA0513
Smp-245280,Smp_245280,3.28E-37,0.738158207,0.706,0.653,3.33E-33,Neuron_9,Coronin-1C
Smp-244560,Smp_244560,5.15E-37,0.580076622,0.641,0.566,5.23E-33,Neuron_9,Hypothetical protein
Smp-131940,Smp_131940,7.83E-37,0.660433862,0.766,0.863,7.95E-33,Neuron_9,Protein patched
Smp-343120,Smp_343120,8.05E-37,0.870049,0.858,0.874,8.18E-33,Neuron_9,Plasma membrane calcium-transporting ATPase 3
Smp-310510,Smp_310510,1.28E-36,0.915199609,0.786,0.737,1.30E-32,Neuron_9,Hypothetical protein
Smp-042300,Smp_042300,1.82E-36,0.610145557,0.871,0.852,1.84E-32,Neuron_9,Transcriptional activator protein Pur-alpha
Smp-127190,Smp_127190,1.94E-36,0.549430689,0.7,0.696,1.97E-32,Neuron_9,Hypothetical protein
Smp-317130,Smp_317130,1.95E-36,0.590240369,0.903,0.846,1.98E-32,Neuron_9,V-type proton ATPase subunit e 1
Smp-337260,Smp_337260,5.25E-36,0.803660665,0.788,0.785,5.33E-32,Neuron_9,Neural proliferation differentiation and control protein 1
Smp-169360,Smp_169360,2.19E-35,0.69307855,0.735,0.757,2.22E-31,Neuron_9,Kinesin-like protein KIF26A
Smp-139100,Smp_139100,6.42E-35,0.902885464,0.838,0.883,6.52E-31,Neuron_9,Protein F37C4.5
Smp-334760,Smp_334760,9.28E-35,0.605156744,0.741,0.788,9.42E-31,Neuron_9,Protein TolB
Smp-128760,Smp_128760,1.64E-34,0.789342058,0.756,0.788,1.66E-30,Neuron_9,Chitin synthase 3
Smp-127740,Smp_127740,2.84E-34,0.799925038,0.793,0.833,2.89E-30,Neuron_9,"Probable fructose-2,6-bisphosphatase C732.02c"
Smp-156390,Smp_156390,3.99E-34,0.668133171,0.704,0.778,4.05E-30,Neuron_9,Abnormal cell migration protein 10
Smp-314750,Smp_314750,5.39E-34,0.882318717,0.762,0.768,5.47E-30,Neuron_9,Neuron navigator 3
Smp-080870,Smp_080870,7.07E-34,0.542974089,0.71,0.757,7.18E-30,Neuron_9,Netrin receptor DCC
